# TargetP-2.0	Organism: Plant	Timestamp: 20231212165150
# ID	Prediction	OTHER	SP	mTP	cTP	lTP	CS Position
KAI7842469.1	OTHER	0.978770	0.009953	0.003451	0.007437	0.000389	
KAI7842471.1	cTP	0.132660	0.000013	0.006140	0.861177	0.000010	CS pos: 43-44. VAA-TA. Pr: 0.3909
KAI7842490.1	mTP	0.203178	0.000409	0.788675	0.003411	0.004327	CS pos: 11-12. IFL-AK. Pr: 0.1517
KAI7842492.1	OTHER	0.667412	0.074776	0.070725	0.173388	0.013699	
KAI7842515.1	OTHER	0.999428	0.000018	0.000171	0.000375	0.000008	
KAI7842516.1	OTHER	0.955020	0.002477	0.016498	0.025895	0.000110	
KAI7842525.1	OTHER	0.973299	0.000431	0.026206	0.000053	0.000012	
KAI7842551.1	OTHER	0.966673	0.013526	0.008094	0.009766	0.001942	
KAI7842552.1	OTHER	0.916244	0.071780	0.003638	0.001463	0.006875	
KAI7842553.1	SP	0.001520	0.994892	0.003447	0.000139	0.000002	CS pos: 16-17. ARA-TL. Pr: 0.7019
KAI7842556.1	OTHER	0.999970	0.000030	0.000000	0.000000	0.000000	
KAI7842557.1	mTP	0.000514	0.000008	0.999478	0.000000	0.000000	CS pos: 20-21. RGL-SS. Pr: 0.8371
KAI7842571.1	OTHER	0.998515	0.001441	0.000036	0.000007	0.000002	
KAI7842572.1	OTHER	0.999891	0.000098	0.000005	0.000006	0.000001	
KAI7842573.1	cTP	0.000006	0.000000	0.000008	0.993661	0.006326	CS pos: 55-56. VAQ-AA. Pr: 0.4922
KAI7842578.1	OTHER	0.999988	0.000009	0.000003	0.000000	0.000000	
KAI7842580.1	OTHER	0.999775	0.000040	0.000094	0.000086	0.000005	
KAI7842585.1	OTHER	0.784661	0.010151	0.014448	0.188378	0.002363	
KAI7842587.1	OTHER	0.998154	0.000488	0.000615	0.000664	0.000079	
KAI7842589.1	OTHER	0.973463	0.001906	0.021427	0.000996	0.002208	
KAI7842590.1	OTHER	0.995018	0.001542	0.002791	0.000612	0.000037	
KAI7842593.1	OTHER	0.999452	0.000252	0.000250	0.000044	0.000001	
KAI7842600.1	mTP	0.307250	0.030167	0.579025	0.082932	0.000626	CS pos: 39-40. RLC-SG. Pr: 0.1825
KAI7842602.1	OTHER	0.999086	0.000387	0.000017	0.000483	0.000026	
KAI7842609.1	OTHER	0.999773	0.000226	0.000001	0.000000	0.000000	
KAI7842611.1	OTHER	0.999936	0.000048	0.000012	0.000003	0.000000	
KAI7842613.1	mTP	0.000207	0.000006	0.999429	0.000313	0.000045	CS pos: 28-29. RAF-ST. Pr: 0.8617
KAI7842618.1	mTP	0.001082	0.000287	0.964527	0.034093	0.000011	CS pos: 36-37. AAW-SS. Pr: 0.5199
KAI7842619.1	OTHER	0.995919	0.004007	0.000069	0.000003	0.000002	
KAI7842630.1	OTHER	0.998413	0.001509	0.000067	0.000009	0.000002	
KAI7842651.1	OTHER	0.999997	0.000003	0.000000	0.000000	0.000000	
KAI7842652.1	cTP	0.347003	0.008637	0.203376	0.440696	0.000288	CS pos: 43-44. VTM-AD. Pr: 0.5672
KAI7842653.1	OTHER	0.999272	0.000343	0.000311	0.000014	0.000060	
KAI7842666.1	OTHER	0.980197	0.004831	0.014874	0.000092	0.000006	
KAI7842679.1	OTHER	0.984974	0.000292	0.010722	0.003798	0.000215	
KAI7842680.1	mTP	0.368579	0.000177	0.380564	0.241124	0.009556	CS pos: 45-46. RRA-VH. Pr: 0.1914
KAI7842681.1	OTHER	0.999472	0.000504	0.000024	0.000000	0.000000	
KAI7842683.1	OTHER	0.996085	0.001044	0.000014	0.002812	0.000046	
KAI7842709.1	OTHER	0.935544	0.006792	0.006930	0.050648	0.000085	
KAI7842711.1	cTP	0.000001	0.000000	0.000123	0.999872	0.000004	CS pos: 46-47. VRA-QA. Pr: 0.5294
KAI7842722.1	OTHER	0.999477	0.000499	0.000022	0.000002	0.000000	
KAI7842723.1	OTHER	0.999957	0.000042	0.000001	0.000000	0.000000	
KAI7842730.1	cTP	0.000163	0.000000	0.000039	0.999740	0.000058	CS pos: 45-46. VTQ-AV. Pr: 0.4271
KAI7842745.1	OTHER	0.998673	0.001174	0.000023	0.000080	0.000049	
KAI7842747.1	OTHER	0.999944	0.000054	0.000002	0.000001	0.000000	
KAI7842762.1	OTHER	0.996945	0.000078	0.000571	0.002175	0.000231	
KAI7842764.1	SP	0.120708	0.871069	0.007638	0.000559	0.000026	CS pos: 32-33. TWS-SV. Pr: 0.3927
KAI7842778.1	OTHER	0.999295	0.000024	0.000001	0.000678	0.000002	
KAI7842784.1	OTHER	0.999442	0.000017	0.000010	0.000353	0.000179	
KAI7842791.1	OTHER	0.549835	0.146049	0.294604	0.009243	0.000269	
KAI7842792.1	OTHER	0.999120	0.000737	0.000140	0.000003	0.000000	
KAI7842794.1	OTHER	0.995492	0.002617	0.000614	0.001239	0.000038	
KAI7842799.1	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	
KAI7842803.1	OTHER	0.949541	0.000324	0.050111	0.000010	0.000014	
KAI7842822.1	OTHER	0.972812	0.000291	0.000011	0.026724	0.000162	
KAI7842850.1	OTHER	0.996326	0.003651	0.000004	0.000009	0.000010	
KAI7842857.1	OTHER	0.999876	0.000120	0.000003	0.000000	0.000000	
KAI7842862.1	OTHER	0.995425	0.004386	0.000032	0.000125	0.000032	
KAI7842877.1	mTP	0.224873	0.001531	0.770566	0.002659	0.000371	CS pos: 46-47. RNY-SE. Pr: 0.2287
KAI7842879.1	OTHER	0.996879	0.001430	0.001575	0.000115	0.000001	
KAI7842886.1	OTHER	0.999994	0.000005	0.000000	0.000001	0.000000	
KAI7842889.1	SP	0.000465	0.999449	0.000075	0.000010	0.000001	CS pos: 26-27. VQS-RQ. Pr: 0.9059
KAI7842891.1	OTHER	0.994697	0.000782	0.004502	0.000012	0.000007	
KAI7842899.1	OTHER	0.998597	0.000512	0.000874	0.000014	0.000002	
KAI7842910.1	OTHER	0.993560	0.000111	0.006311	0.000018	0.000000	
KAI7842911.1	OTHER	0.998912	0.000402	0.000082	0.000583	0.000020	
KAI7842916.1	lTP	0.025503	0.000009	0.000704	0.322184	0.651599	CS pos lTP: 74-75. SSA-LT. Pr: 0.2951; CS pos cTP: 27-28. Pr: 0.2695
KAI7842920.1	OTHER	0.999530	0.000308	0.000158	0.000003	0.000000	
KAI7842935.1	OTHER	0.998697	0.001234	0.000021	0.000036	0.000013	
KAI7842938.1	SP	0.000681	0.984038	0.015273	0.000006	0.000003	CS pos: 21-22. VRS-AT. Pr: 0.7689
KAI7842945.1	OTHER	0.995882	0.004117	0.000001	0.000000	0.000000	
KAI7842955.1	OTHER	0.994487	0.003628	0.000190	0.001341	0.000354	
KAI7842956.1	OTHER	0.994487	0.003628	0.000190	0.001341	0.000354	
KAI7842957.1	OTHER	0.994487	0.003628	0.000190	0.001341	0.000354	
KAI7842958.1	OTHER	0.356084	0.023071	0.332122	0.283765	0.004958	
KAI7842962.1	OTHER	0.997366	0.002263	0.000227	0.000109	0.000035	
KAI7842975.1	mTP	0.007898	0.000056	0.989660	0.002385	0.000000	CS pos: 43-44. AEY-SN. Pr: 0.1801
KAI7842977.1	OTHER	0.459842	0.164537	0.336023	0.037975	0.001622	
KAI7842979.1	OTHER	0.961910	0.035713	0.000455	0.001869	0.000052	
KAI7842983.1	OTHER	0.836152	0.163028	0.000706	0.000108	0.000006	
KAI7842984.1	OTHER	0.941379	0.004568	0.033798	0.020090	0.000165	
KAI7842994.1	OTHER	0.999990	0.000008	0.000000	0.000001	0.000000	
KAI7842995.1	lTP	0.004610	0.000008	0.012397	0.490688	0.492297	CS pos lTP: 85-86. AVA-DE. Pr: 0.9488; CS pos cTP: 51-52. Pr: 0.1722
KAI7843001.1	OTHER	0.999454	0.000361	0.000001	0.000183	0.000001	
KAI7843004.1	OTHER	0.995315	0.004683	0.000000	0.000001	0.000000	
KAI7843013.1	OTHER	0.999989	0.000011	0.000000	0.000000	0.000000	
KAI7843021.1	OTHER	0.999992	0.000007	0.000000	0.000000	0.000000	
KAI7843030.1	OTHER	0.993273	0.006704	0.000008	0.000014	0.000001	
KAI7843036.1	OTHER	0.999875	0.000060	0.000052	0.000004	0.000009	
KAI7843038.1	cTP	0.068803	0.000009	0.016372	0.914791	0.000025	CS pos: 52-53. AAA-AA. Pr: 0.2459
KAI7843040.1	OTHER	0.582441	0.005678	0.411499	0.000373	0.000009	
KAI7843044.1	OTHER	0.590743	0.406267	0.001053	0.001754	0.000184	
KAI7843050.1	OTHER	0.999710	0.000282	0.000005	0.000003	0.000000	
KAI7843054.1	OTHER	0.975932	0.009764	0.001624	0.012657	0.000023	
KAI7843055.1	cTP	0.001773	0.000002	0.013087	0.985112	0.000026	CS pos: 58-59. AVQ-AS. Pr: 0.4470
KAI7843058.1	cTP	0.412027	0.000146	0.038953	0.548493	0.000381	CS pos: 62-63. REA-RG. Pr: 0.1525
KAI7843059.1	cTP	0.412027	0.000146	0.038953	0.548493	0.000381	CS pos: 62-63. REA-RG. Pr: 0.1525
KAI7843060.1	mTP	0.043726	0.000891	0.954874	0.000507	0.000001	CS pos: 62-63. RAF-SA. Pr: 0.7499
KAI7843062.1	cTP	0.309102	0.000253	0.002225	0.681172	0.007248	CS pos: 55-56. LSA-AA. Pr: 0.2823
KAI7843063.1	cTP	0.309102	0.000253	0.002225	0.681172	0.007248	CS pos: 55-56. LSA-AA. Pr: 0.2823
KAI7843072.1	OTHER	0.954445	0.000608	0.000032	0.002032	0.042884	
KAI7843088.1	OTHER	0.999331	0.000645	0.000024	0.000000	0.000000	
KAI7843090.1	OTHER	0.999694	0.000175	0.000131	0.000000	0.000000	
KAI7843091.1	OTHER	0.480175	0.004012	0.207925	0.307571	0.000317	
KAI7843094.1	mTP	0.001625	0.000007	0.752553	0.245597	0.000218	CS pos: 44-45. RTM-AS. Pr: 0.6568
KAI7843095.1	OTHER	0.999059	0.000800	0.000139	0.000002	0.000001	
KAI7843098.1	OTHER	0.996805	0.001418	0.000379	0.001398	0.000000	
KAI7843102.1	OTHER	0.999922	0.000025	0.000051	0.000001	0.000000	
KAI7843112.1	OTHER	0.995972	0.003076	0.000532	0.000377	0.000043	
KAI7843115.1	OTHER	0.995795	0.003650	0.000515	0.000033	0.000007	
KAI7843132.1	OTHER	0.983825	0.000092	0.001732	0.014222	0.000129	
KAI7843138.1	SP	0.000043	0.999957	0.000000	0.000000	0.000000	CS pos: 21-22. CTA-QP. Pr: 0.6966
KAI7843145.1	OTHER	0.994448	0.002017	0.001063	0.002343	0.000129	
KAI7843152.1	OTHER	0.996349	0.000611	0.001234	0.001777	0.000030	
KAI7843157.1	SP	0.160402	0.809717	0.026210	0.003359	0.000313	CS pos: 36-37. ARA-EE. Pr: 0.9174
KAI7843164.1	OTHER	0.999851	0.000135	0.000007	0.000006	0.000001	
KAI7843170.1	OTHER	0.997051	0.000705	0.000418	0.001811	0.000016	
KAI7843182.1	OTHER	0.999997	0.000003	0.000000	0.000000	0.000000	
KAI7843186.1	cTP	0.005032	0.000103	0.069161	0.739389	0.186315	CS pos: 35-36. VQA-NS. Pr: 0.3018
KAI7843197.1	OTHER	0.958737	0.001515	0.027366	0.011829	0.000553	
KAI7843203.1	cTP	0.000001	0.000000	0.000024	0.987811	0.012163	CS pos: 45-46. VAM-AQ. Pr: 0.5248
KAI7843212.1	cTP	0.083120	0.007894	0.214811	0.633474	0.060701	CS pos: 56-57. ARR-GF. Pr: 0.1579
KAI7843213.1	cTP	0.087553	0.007093	0.214357	0.630330	0.060668	CS pos: 56-57. ARR-GF. Pr: 0.1575
KAI7843215.1	cTP	0.067606	0.000002	0.000805	0.931388	0.000200	CS pos: 45-46. VQA-TT. Pr: 0.7625
KAI7843221.1	OTHER	0.999491	0.000467	0.000019	0.000022	0.000002	
KAI7843240.1	cTP	0.310266	0.000104	0.079408	0.610109	0.000112	CS pos: 39-40. TVC-SA. Pr: 0.4086
KAI7843241.1	OTHER	0.829551	0.006307	0.161146	0.002913	0.000083	
KAI7843244.1	mTP	0.007352	0.003186	0.928918	0.060530	0.000015	CS pos: 60-61. RGY-AA. Pr: 0.8337
KAI7843248.1	OTHER	0.811346	0.011871	0.097169	0.076691	0.002923	
KAI7843253.1	OTHER	0.967442	0.032170	0.000271	0.000099	0.000018	
KAI7843267.1	OTHER	0.996447	0.002459	0.000017	0.000994	0.000084	
KAI7843268.1	cTP	0.010671	0.019069	0.233961	0.736244	0.000055	CS pos: 53-54. TCC-SA. Pr: 0.2669
KAI7843282.1	OTHER	0.999005	0.000761	0.000221	0.000011	0.000002	
KAI7843294.1	OTHER	0.999972	0.000027	0.000001	0.000000	0.000000	
KAI7843295.1	OTHER	0.999972	0.000027	0.000001	0.000000	0.000000	
KAI7843299.1	OTHER	0.990808	0.008848	0.000293	0.000049	0.000001	
KAI7843303.1	OTHER	0.999025	0.000104	0.000501	0.000360	0.000010	
KAI7843305.1	OTHER	0.999837	0.000145	0.000017	0.000000	0.000000	
KAI7843313.1	OTHER	0.991924	0.006648	0.000745	0.000617	0.000065	
KAI7843314.1	OTHER	0.999984	0.000012	0.000003	0.000000	0.000000	
KAI7843316.1	OTHER	0.939678	0.025087	0.033277	0.001942	0.000016	
KAI7843319.1	OTHER	0.905613	0.015582	0.000515	0.077408	0.000883	
KAI7843320.1	OTHER	0.905613	0.015582	0.000515	0.077408	0.000883	
KAI7843340.1	OTHER	0.999083	0.000877	0.000008	0.000027	0.000004	
KAI7843341.1	OTHER	0.922401	0.005365	0.071314	0.000779	0.000140	
KAI7843359.1	OTHER	0.994585	0.001872	0.003513	0.000024	0.000006	
KAI7843361.1	OTHER	0.999336	0.000545	0.000011	0.000106	0.000002	
KAI7843367.1	OTHER	0.999844	0.000096	0.000060	0.000000	0.000000	
KAI7843379.1	cTP	0.000712	0.000000	0.000093	0.991794	0.007401	CS pos: 46-47. PPA-AA. Pr: 0.2960
KAI7843397.1	OTHER	0.999924	0.000076	0.000000	0.000001	0.000000	
KAI7843402.1	SP	0.000423	0.999219	0.000338	0.000021	0.000000	CS pos: 24-25. ASG-AV. Pr: 0.3838
KAI7843403.1	SP	0.000423	0.999219	0.000338	0.000021	0.000000	CS pos: 24-25. ASG-AV. Pr: 0.3838
KAI7843406.1	OTHER	0.999440	0.000487	0.000051	0.000021	0.000001	
KAI7843410.1	cTP	0.000036	0.000000	0.001630	0.998195	0.000139	CS pos: 31-32. VRA-AA. Pr: 0.7358
KAI7843415.1	OTHER	0.999188	0.000170	0.000641	0.000000	0.000001	
KAI7843416.1	OTHER	0.662046	0.001913	0.000105	0.328001	0.007934	
KAI7843426.1	mTP	0.026652	0.001272	0.853409	0.118645	0.000022	CS pos: 44-45. LGW-AS. Pr: 0.6692
KAI7843431.1	OTHER	0.998872	0.001011	0.000116	0.000000	0.000001	
KAI7843434.1	OTHER	0.741197	0.001222	0.256008	0.001451	0.000122	
KAI7843445.1	OTHER	0.997025	0.000002	0.000026	0.002947	0.000000	
KAI7843456.1	cTP	0.200581	0.000006	0.001660	0.797472	0.000281	CS pos: 52-53. VAA-SS. Pr: 0.2891
KAI7843457.1	OTHER	0.997482	0.000494	0.001692	0.000133	0.000199	
KAI7843460.1	OTHER	0.540802	0.000016	0.001101	0.457254	0.000827	
KAI7843468.1	OTHER	0.861997	0.002370	0.022483	0.113054	0.000096	
KAI7843474.1	cTP	0.004574	0.000001	0.000238	0.994859	0.000328	CS pos: 49-50. VAA-TA. Pr: 0.4627
KAI7843482.1	cTP	0.000140	0.000001	0.001564	0.998251	0.000044	CS pos: 45-46. VAC-SA. Pr: 0.6267
KAI7843486.1	cTP	0.000971	0.000025	0.006454	0.992357	0.000193	CS pos: 33-34. RVN-AL. Pr: 0.3493
KAI7843495.1	OTHER	0.998604	0.000098	0.000006	0.000062	0.001229	
KAI7843502.1	OTHER	0.992383	0.006918	0.000080	0.000617	0.000002	
KAI7843508.1	OTHER	0.999257	0.000612	0.000087	0.000011	0.000032	
KAI7843515.1	mTP	0.170926	0.002091	0.811367	0.015288	0.000327	CS pos: 64-65. TLN-SH. Pr: 0.2273
KAI7843526.1	OTHER	0.999198	0.000131	0.000656	0.000006	0.000010	
KAI7843537.1	OTHER	0.977288	0.000461	0.010452	0.011759	0.000040	
KAI7843546.1	OTHER	0.999957	0.000040	0.000002	0.000001	0.000000	
KAI7843551.1	cTP	0.346787	0.005206	0.004507	0.582394	0.061106	CS pos: 73-74. VAA-VE. Pr: 0.2432
KAI7843559.1	OTHER	0.999685	0.000164	0.000124	0.000023	0.000005	
KAI7843560.1	OTHER	0.885458	0.001569	0.094370	0.018400	0.000203	
KAI7843566.1	cTP	0.000002	0.000000	0.000218	0.999779	0.000002	CS pos: 40-41. VRA-AA. Pr: 0.7057
KAI7843569.1	SP	0.071510	0.829201	0.079946	0.016234	0.003109	CS pos: 20-21. AVM-DR. Pr: 0.4801
KAI7843572.1	mTP	0.114488	0.273780	0.610247	0.001457	0.000028	CS pos: 39-40. SVY-SA. Pr: 0.2273
KAI7843583.1	cTP	0.014363	0.000003	0.009119	0.976382	0.000133	CS pos: 41-42. PHA-AA. Pr: 0.4150
KAI7843591.1	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	
KAI7843602.1	OTHER	0.964333	0.013082	0.022513	0.000032	0.000040	
KAI7843618.1	OTHER	0.989174	0.005699	0.000697	0.004414	0.000015	
KAI7843621.1	OTHER	0.998860	0.000032	0.000004	0.001102	0.000002	
KAI7843623.1	OTHER	0.996975	0.002969	0.000054	0.000002	0.000000	
KAI7843632.1	OTHER	0.999970	0.000025	0.000004	0.000001	0.000000	
KAI7843635.1	OTHER	0.996870	0.002904	0.000225	0.000000	0.000000	
KAI7843636.1	OTHER	0.994868	0.004888	0.000244	0.000000	0.000000	
KAI7843640.1	OTHER	0.996605	0.001366	0.000058	0.001839	0.000133	
KAI7843642.1	OTHER	0.966649	0.000080	0.000304	0.026707	0.006261	
KAI7843651.1	SP	0.001062	0.998858	0.000016	0.000063	0.000000	CS pos: 18-19. AQA-AA. Pr: 0.4401
KAI7843652.1	mTP	0.015802	0.000358	0.703510	0.223518	0.056812	CS pos: 39-40. RGF-SS. Pr: 0.3220
KAI7843653.1	mTP	0.014581	0.000273	0.726185	0.203504	0.055457	CS pos: 39-40. RGF-SS. Pr: 0.3231
KAI7843659.1	OTHER	0.999798	0.000195	0.000006	0.000001	0.000000	
KAI7843660.1	OTHER	0.999798	0.000195	0.000006	0.000001	0.000000	
KAI7843662.1	OTHER	0.998196	0.001709	0.000002	0.000091	0.000001	
KAI7843663.1	OTHER	0.999347	0.000577	0.000051	0.000023	0.000002	
KAI7843666.1	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	
KAI7843671.1	OTHER	0.878243	0.001194	0.070433	0.047749	0.002381	
KAI7843680.1	OTHER	0.725100	0.072794	0.035020	0.156874	0.010211	
KAI7843684.1	OTHER	0.999876	0.000101	0.000011	0.000011	0.000001	
KAI7843691.1	cTP	0.000705	0.000001	0.020524	0.978343	0.000427	CS pos: 49-50. VQA-VA. Pr: 0.5953
KAI7843692.1	cTP	0.000705	0.000001	0.020524	0.978343	0.000427	CS pos: 49-50. VQA-VA. Pr: 0.5953
KAI7843693.1	cTP	0.318136	0.003759	0.006368	0.667777	0.003960	CS pos: 42-43. AAA-RV. Pr: 0.1952
KAI7843696.1	OTHER	0.990785	0.008544	0.000639	0.000029	0.000001	
KAI7843702.1	mTP	0.021738	0.000127	0.958597	0.019533	0.000006	CS pos: 41-42. RSQ-SS. Pr: 0.3500
KAI7843704.1	cTP	0.000023	0.000000	0.000002	0.999969	0.000006	CS pos: 49-50. VQA-VA. Pr: 0.4908
KAI7843708.1	cTP	0.001572	0.000003	0.001366	0.996972	0.000087	CS pos: 44-45. ARA-GA. Pr: 0.5403
KAI7843715.1	OTHER	0.999953	0.000042	0.000005	0.000000	0.000000	
KAI7843720.1	SP	0.043307	0.890968	0.039840	0.024980	0.000904	CS pos: 41-42. QQA-AS. Pr: 0.5225
KAI7843748.1	cTP	0.031586	0.000088	0.086425	0.859089	0.022813	CS pos: 42-43. EAR-AT. Pr: 0.4206
KAI7843757.1	OTHER	0.999894	0.000097	0.000008	0.000001	0.000000	
KAI7843768.1	OTHER	0.997727	0.002272	0.000001	0.000000	0.000000	
KAI7843769.1	OTHER	0.971736	0.000493	0.003763	0.022202	0.001807	
KAI7843773.1	mTP	0.026615	0.000056	0.908602	0.064645	0.000083	CS pos: 23-24. RLM-VQ. Pr: 0.2516
KAI7843779.1	OTHER	0.959050	0.001853	0.000076	0.038976	0.000045	
KAI7843783.1	OTHER	0.995072	0.001252	0.002125	0.001483	0.000069	
KAI7843793.1	cTP	0.002587	0.000035	0.318916	0.678300	0.000162	CS pos: 25-26. RAM-AT. Pr: 0.3345
KAI7843803.1	cTP	0.053133	0.000000	0.009511	0.931596	0.005760	CS pos: 44-45. CRA-QA. Pr: 0.3202
KAI7843806.1	OTHER	0.999862	0.000124	0.000014	0.000000	0.000000	
KAI7843814.1	OTHER	0.999964	0.000035	0.000000	0.000001	0.000000	
KAI7843820.1	OTHER	0.928020	0.000389	0.000003	0.071563	0.000025	
KAI7843826.1	OTHER	0.998985	0.000359	0.000007	0.000584	0.000066	
KAI7843830.1	OTHER	0.935786	0.004453	0.051448	0.006159	0.002154	
KAI7843832.1	OTHER	0.999701	0.000270	0.000009	0.000019	0.000000	
KAI7843845.1	cTP	0.012663	0.000000	0.000034	0.979139	0.008163	CS pos: 35-36. VRC-SA. Pr: 0.7186
KAI7843848.1	cTP	0.000427	0.000002	0.379916	0.619449	0.000205	CS pos: 72-73. RAF-AT. Pr: 0.4429
KAI7843849.1	cTP	0.000445	0.000002	0.367119	0.632259	0.000174	CS pos: 72-73. RAF-AT. Pr: 0.4425
KAI7843850.1	cTP	0.000427	0.000002	0.379916	0.619449	0.000205	CS pos: 72-73. RAF-AT. Pr: 0.4429
KAI7843859.1	OTHER	0.999566	0.000129	0.000011	0.000287	0.000008	
KAI7843867.1	OTHER	0.992968	0.006999	0.000028	0.000004	0.000000	
KAI7843873.1	OTHER	0.991657	0.007714	0.000018	0.000601	0.000010	
KAI7843877.1	OTHER	0.998959	0.000685	0.000175	0.000180	0.000001	
KAI7843878.1	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	
KAI7843883.1	OTHER	0.999874	0.000071	0.000055	0.000000	0.000000	
KAI7843885.1	OTHER	0.886874	0.000357	0.000787	0.111817	0.000165	
KAI7843886.1	OTHER	0.886874	0.000357	0.000787	0.111817	0.000165	
KAI7843890.1	cTP	0.070590	0.000070	0.110860	0.714873	0.103607	CS pos: 32-33. AVA-AK. Pr: 0.6301
KAI7843891.1	OTHER	0.772965	0.001448	0.014491	0.210013	0.001083	
KAI7843895.1	OTHER	0.999245	0.000712	0.000025	0.000019	0.000000	
KAI7843898.1	mTP	0.103537	0.000358	0.665063	0.230180	0.000863	CS pos: 55-56. AAM-ST. Pr: 0.2883
KAI7843899.1	cTP	0.272331	0.000516	0.093516	0.632369	0.001269	CS pos: 51-52. LLY-AT. Pr: 0.3443
KAI7843901.1	mTP	0.102186	0.002062	0.894009	0.001735	0.000007	CS pos: 33-34. SWF-SH. Pr: 0.7095
KAI7843911.1	SP	0.000138	0.999800	0.000059	0.000002	0.000001	CS pos: 25-26. ATA-DD. Pr: 0.4785
KAI7843930.1	OTHER	0.999056	0.000436	0.000505	0.000003	0.000001	
KAI7843932.1	OTHER	0.999148	0.000252	0.000600	0.000000	0.000000	
KAI7843933.1	OTHER	0.999158	0.000258	0.000584	0.000000	0.000000	
KAI7843948.1	OTHER	0.946025	0.000155	0.050313	0.003484	0.000023	
KAI7843958.1	OTHER	0.977476	0.001754	0.020447	0.000311	0.000011	
KAI7843965.1	OTHER	0.990042	0.005668	0.000126	0.004129	0.000034	
KAI7843967.1	cTP	0.287116	0.000144	0.001252	0.710181	0.001307	CS pos: 44-45. TRC-RS. Pr: 0.4087
KAI7843968.1	mTP	0.369744	0.001095	0.615525	0.013591	0.000045	CS pos: 33-34. RRA-LL. Pr: 0.2925
KAI7843986.1	OTHER	0.997291	0.002511	0.000088	0.000091	0.000019	
KAI7843997.1	SP	0.000014	0.999971	0.000014	0.000001	0.000000	CS pos: 18-19. ALA-QT. Pr: 0.7524
KAI7844008.1	OTHER	0.943770	0.053796	0.002297	0.000118	0.000019	
KAI7844021.1	OTHER	0.705764	0.004913	0.018836	0.225491	0.044997	
KAI7844022.1	mTP	0.400622	0.036717	0.561837	0.000783	0.000041	CS pos: 17-18. RAL-AC. Pr: 0.2129
KAI7844023.1	SP	0.000298	0.998113	0.001527	0.000052	0.000011	CS pos: 19-20. AAA-LE. Pr: 0.6269
KAI7844035.1	OTHER	0.834425	0.000491	0.000022	0.164956	0.000106	
KAI7844041.1	OTHER	0.999933	0.000009	0.000000	0.000057	0.000000	
KAI7844042.1	OTHER	0.994963	0.000926	0.003552	0.000539	0.000020	
KAI7844047.1	cTP	0.049451	0.000425	0.206002	0.743932	0.000192	CS pos: 31-32. ACA-AA. Pr: 0.3749
KAI7844048.1	OTHER	0.999900	0.000100	0.000000	0.000000	0.000000	
KAI7844050.1	SP	0.003300	0.994723	0.000389	0.001579	0.000010	CS pos: 25-26. AAA-MH. Pr: 0.5433
KAI7844054.1	OTHER	0.986741	0.013087	0.000127	0.000039	0.000005	
KAI7844061.1	OTHER	0.921818	0.002591	0.074814	0.000016	0.000761	
KAI7844064.1	OTHER	0.992025	0.007939	0.000023	0.000013	0.000000	
KAI7844081.1	cTP	0.000680	0.000000	0.000159	0.998859	0.000302	CS pos: 67-68. VHC-RG. Pr: 0.6061
KAI7844082.1	cTP	0.000665	0.000000	0.000163	0.998860	0.000313	CS pos: 67-68. VHC-RG. Pr: 0.6048
KAI7844083.1	cTP	0.000665	0.000000	0.000163	0.998860	0.000313	CS pos: 67-68. VHC-RG. Pr: 0.6048
KAI7844086.1	cTP	0.261318	0.000010	0.024585	0.711717	0.002370	CS pos: 57-58. PAA-AA. Pr: 0.3081
KAI7844090.1	OTHER	0.774207	0.007897	0.028748	0.174066	0.015081	
KAI7844093.1	lTP	0.001471	0.000000	0.000010	0.260372	0.738147	CS pos lTP: 84-85. AQA-FV. Pr: 0.8977; CS pos cTP: 36-37. Pr: 0.2141
KAI7844094.1	OTHER	0.993625	0.001996	0.002583	0.001775	0.000021	
KAI7844103.1	OTHER	0.996600	0.000080	0.003319	0.000000	0.000000	
KAI7844105.1	OTHER	0.999261	0.000718	0.000019	0.000001	0.000001	
KAI7844106.1	OTHER	0.999040	0.000594	0.000358	0.000007	0.000000	
KAI7844107.1	OTHER	0.999040	0.000594	0.000358	0.000007	0.000000	
KAI7844118.1	OTHER	0.997079	0.000425	0.002360	0.000111	0.000025	
KAI7844122.1	OTHER	0.998871	0.001027	0.000081	0.000020	0.000000	
KAI7844137.1	OTHER	0.997773	0.000835	0.000529	0.000747	0.000116	
KAI7844144.1	OTHER	0.964712	0.000863	0.005503	0.016161	0.012761	
KAI7844155.1	OTHER	0.999580	0.000399	0.000016	0.000004	0.000001	
KAI7844166.1	OTHER	0.706701	0.000656	0.020209	0.194313	0.078120	
KAI7844167.1	OTHER	0.970020	0.000083	0.000333	0.029224	0.000340	
KAI7844168.1	SP	0.000039	0.999864	0.000090	0.000007	0.000000	CS pos: 26-27. AAA-VP. Pr: 0.3458
KAI7844172.1	OTHER	0.999846	0.000150	0.000002	0.000002	0.000000	
KAI7844182.1	OTHER	0.999192	0.000500	0.000175	0.000130	0.000003	
KAI7844196.1	mTP	0.003514	0.000139	0.994729	0.001608	0.000010	CS pos: 33-34. RTM-ST. Pr: 0.7290
